#Denominazione_Iniziativa,Denominazione_Lotto,Identificativo_Lotto,Tipo_Strumento,Prodotto,Codice_CPV,Descrizione_CPV,Tipo_Prodotto,Categoria_Merceologica,Descrizione_Dettaglio,Principale_Accessorio,Articolo_Disponibile_Mese_Corrente,Articolo_Disponibile_Anno_Solare
"AGHI E SIRINGHE 1 ","SIRINGHE CON AGO MISURE SPECIALI CON MECCANISMO DI SICUREZZA (CONO CENTRALE E CONO ECCENTRICO)","665516825F","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe con ago misure speciali con meccanismo di sicurezza (cono centrale e cono eccentrico) - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE CON CONO CATETERE","66551546D0","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe con cono catetere - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE CON CONO CATETERE","66551546D0","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe con cono catetere - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE PER INSULINA SENZA AGO","6655181D16","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe per insulina senza ago - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE PER INSULINA SENZA AGO","6655181D16","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe per insulina senza ago - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE SENZA AGO LUER (CONO CENTRALE E CONO ECCENTRICO)","66551481DE","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe senza ago luer (cono centrale e cono eccentrico) - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE SENZA AGO LUER (CONO CENTRALE E CONO ECCENTRICO)","66551481DE","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe senza ago luer (cono centrale e cono eccentrico) - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE SENZA AGO LUER LOCK PER INFUSIONE ED IRRIGAZIONE","665515252A","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe senza ago luer lock per infusione ed irrigazione - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE SENZA AGO LUER LOCK PER INFUSIONE ED IRRIGAZIONE","665515252A","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe senza ago luer lock per infusione ed irrigazione - > Ordinativo di fornitura","Primario","S","S"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi a farfalla","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi bottonuti","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi carpula","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e Kit per sistemi impiantabili","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per anestesia combinata peridurale e spinale","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per anestesia peridurale","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per anestesia spinale","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per biopsia istologica e citologica di tessuti molli","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per biopsia osteo-midollare","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per blocco di plesso","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e punch per biopsia cutanea","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e sistemi per localizzazione noduli mammari e di altre strutture","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e sistemi per prelievi da flacone","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per agopuntura","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per agopuntura (auricoloterapia)","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per alcolizzazione e per drenaggio","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per amniocentesi","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per angiografia","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per colangiografia a cielo aperto e galattografia","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per dialisi","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per infusione ossea e vertebroplastica","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per iniezioni in oftalmologia","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per introduzione percutanea","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per mesoterapia","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per prelievi sottovuoto","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per procedure varie","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per scleroterapia","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per tatuaggio non endoscopico durante procedure mediche","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe a perdita di resistenza","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe da infusione ed irrigazione monouso","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe per emogasanalisi con ago","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe per iniettore","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI DI PRELIEVO, SOMMINISTRAZIONE E RACCOLTA",,"SDA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe pluriuso","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bastoncini oftalmici","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bendaggi elastici di fissaggio o protezione","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bendaggi funzionali con tapes anaelastici","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bendaggi pronti per immobilizzazione di spalla, braccio e clavicola","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende e stecche","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende elastiche compressive","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende elastiche di sostegno","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende in TNT","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende in garza idrofila","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende medicate","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Bende premifistola","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Calze e gambali compressivi","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Cerotti per fissaggio su aree estese","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Cerotti su rocchetto (a nastro)","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Cerottini medicati","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Ferule","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze in Pezze/Rulli","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze in TNT piegate","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze in cotone amidate","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze in cotone piegate e Garze in cotone cucite","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze in cotone tagliate","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze in tamponi","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze laparotomiche in TNT","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze medicate","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Garze monouso sterili, imbevute di antinfiammatori, antimicrobici ed antiedemigeni, per il trattamento e la pulizia della regione perioculare","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Ghiaccio Istantaneo","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Medicazioni assorbenti con tampone in cellulosa ed involucro in tnt","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Medicazioni assorbenti non adesive","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Medicazioni di fissaggio cateteri ed altro","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Medicazioni oftalmiche","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Medicazioni tracheostomiche","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Ovatta di cotone","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Ovatta per ortopedia","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Reti e maglie tubolari","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Salvapelle e Cuscinetti in gommapiuma","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Sistemi di immobilizzazione plastici a caldo o a freddo","Primario","N","N"
"ANTISETTICI, AGHI E SIRINGHE, MEDICAZIONI","DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE",,"SDA","MEDICAZIONI TRADIZIONALI","33141114-2","GARZA PER MEDICAZIONE","Bene","Sanità, Ricerca e Welfare","Sistemi di trazione cutanea","Primario","N","N"
