#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Provincia_PA,Sigla_provincia_PA,Regione_Fornitore,Convenzione,Lotto,bene_servizio,codice_CPV,descrizione_CPV,Numero_Ordini,Importo_Ordinato,N_PA,N_fornitori,N_PO
"2020","CONSERVATORI E ACCADEMIE","VENETO","ROVIGO","RO","LAZIO","ENERGIA ELETTRICA 17","VENETO","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","VENETO","TREVISO","TV","LAZIO","ENERGIA ELETTRICA 17","VENETO","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","ABRUZZO","TERAMO","TE","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","7614","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","LIGURIA","GENOVA","GE","LAZIO","ENERGIA ELETTRICA 17","SARDEGNA, LIGURIA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","TOSCANA","FIRENZE","FI","LAZIO","BUONI PASTO 8","TOSCANA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","1320,7","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","PIEMONTE","TORINO","TO","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","1","56","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","PIEMONTE","TORINO","TO","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","2030","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","SARDEGNA","CAGLIARI","CA","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","2","2848,2","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","LOMBARDIA","MILANO","MI","LAZIO","ENERGIA ELETTRICA 16","PROVINCIA DI MILANO E PROVINCIA DI LODI","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","PIACENZA","PC","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO  ARTICO  - LOMBARDIA, EMILIA ROMAGNA","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","2","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","PUGLIA","LECCE","LE","VENETO","ENERGIA ELETTRICA 17","PUGLIA, BASILICATA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","2","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","CALABRIA","CATANZARO","CZ","VENETO","GAS NATURALE 11","CALABRIA, SICILIA","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","PIEMONTE","TORINO","TO","LIGURIA","ENERGIA ELETTRICA 16","VALLE D AOSTA, PIEMONTE","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","TOSCANA","FIRENZE","FI","TOSCANA","GAS NATURALE 11","TOSCANA, UMBRIA, MARCHE","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","2","0","2","1","2"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","MACERATA","MC","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","282000","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","ASCOLI PICENO","AP","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","2820","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","ANCONA","AN","LAZIO","TECNOLOGIE SERVER 2","FORNITURA N. 600 SERVER RACKABLE QUAD-PROCESSORE PRESTAZIONALI","SERVER","48820000-2","SERVER","1","6078","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","ANCONA","AN","LAZIO","TECNOLOGIE SERVER 2","FORNITURA N. 600 SERVER RACKABLE QUAD-PROCESSORE PRESTAZIONALI","COMPONENTI OPZIONALI PER SERVER","32422000-7","COMPONENTI DI RETE","1","4030","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","MACERATA","MC","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","MONITOR A COLORI","32323100-4","MONITOR A COLORI","1","100","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","ANCONA","AN","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","726","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","MACERATA","MC","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","726","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","ANCONA","AN","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","86,5","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MARCHE","ANCONA","AN","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","8,1","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","MOLISE","CAMPOBASSO","CB","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","598","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A/4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","96,92","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A3/A4 A COLORI","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","570,28","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","FOGGIA","FG","LAZIO","PC PORTATILI E TABLET 3","PERSONAL COMPUTER PORTATILE MACOS   MACBOOK","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","3","2970","1","1","3"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","FOGGIA","FG","LAZIO","PC PORTATILI E TABLET 3","PERSONAL COMPUTER PORTATILE MACOS   MACBOOK","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","2","50","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","MONITOR A COLORI","32323100-4","MONITOR A COLORI","2","200","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","1","28","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","FOGGIA","FG","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","1","14","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","BARI","BA","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","507,5","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","3","4863,5","1","1","3"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","FOGGIA","FG","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","2","1452","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","2","546,5","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","FOGGIA","FG","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","38","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","59,4","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","PUGLIA","LECCE","LE","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO  ARTICO  - PUGLIA, MOLISE","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","8","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","UMBRIA","PERUGIA","PG","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A/4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","484,6","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","UMBRIA","PERUGIA","PG","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","6","26450","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","UMBRIA","PERUGIA","PG","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","2","1959,5","2","1","2"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","LAZIO","ENERGIA ELETTRICA 17","VENETO","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","3","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","VERONA","VR","LAZIO","ENERGIA ELETTRICA 17","VENETO","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","LAZIO","PC PORTATILI E TABLET 3","TABLET <<2 IN 1>>","TABLET","30213200-7","COMPUTER MODELLO TABLET","2","34683","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","VENETO","VENEZIA","VE","LAZIO","PC PORTATILI E TABLET 3","TABLET <<2 IN 1>>","TABLET","30213200-7","COMPUTER MODELLO TABLET","2","1974","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","LAZIO","PC PORTATILI E TABLET 3","TABLET <<2 IN 1>>","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","2","1105","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","SARDEGNA","CAGLIARI","CA","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","4180","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","2832","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","7968","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","1800","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","7450,56","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","PAVIA","PV","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","1","13,65","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","PAVIA","PV","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","2","816,18","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","408,09","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","PAVIA","PV","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","42,39","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","PAVIA","PV","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","14,18","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","288","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","2272","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIO-ALTE DIMENSIONI","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","3","768","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","MILANO","MI","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIO-ALTE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","4","9120","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A4, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","9360","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","877,8","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","4840","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","14520","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","12180","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","63657","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","2","27,3","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","2","816,18","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","2040,45","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","2","5713,26","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","84,78","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","LAZIO","ROMA","RM","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","191760","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","MARCHE","ANCONA","AN","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","1","15000","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","ABRUZZO","CHIETI","CH","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","4512","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","TOSCANA","FIRENZE","FI","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","194,4","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","TOSCANA","FIRENZE","FI","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","36","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","TOSCANA","FIRENZE","FI","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","670,32","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","SARDEGNA","CAGLIARI","CA","LAZIO","ENERGIA ELETTRICA 17","SARDEGNA, LIGURIA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","SARDEGNA","SASSARI","SS","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","21285,36","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","LOMBARDIA","PAVIA","PV","LAZIO","ENERGIA ELETTRICA 17","LOMBARDIA ESCLUSE LA PROVINCIA DI MILANO E LA PROVINCIA DI LODI","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","EMILIA ROMAGNA","BOLOGNA","BO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","48,6","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","EMILIA ROMAGNA","BOLOGNA","BO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","83,79","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","EMILIA ROMAGNA","BOLOGNA","BO","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","1","1200","1","1","1"
"2020","ENTI DI DIRITTO ALLO STUDIO","MARCHE","ANCONA","AN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","120","1","1","1"
