cod_amm	prg_srv_amm	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
c_b546	1	Ufficio Centro Comune	E' il Centro servizi unificato, che incontra i cittadini e ne seleziona le richieste, soddisfacendo direttamente quelle di minima e media complessita' e indirizzando verso gli uffici competenti quelle di massima complessita'. Comprende l'URP	0495849149	www.comune.campolongo.ve.it	centrocomune@comune.campolongo.ve.it	altro
c_b546	10	Ufficio Tributi	L'Ufficio si occupa della gestione dei tributi comunali	0495849129		agostino.baldan@comune.campolongo.ve.it	altro
c_b546	11	Servizi demografici	Il servizio si occupa delle pratiche inerenti lo stato civile e la leva	0495849134		nadia.zuin@comune.campolongo.ve.it	altro
c_b546	12	Ufficio Pubblica Istruzione, Cultura e Sport	L'Ufficio si occupa della programmazione e della organizzazione degli interventi in materia di Pubblica Istruzione, Cultura e Sport	0495849133		lucio.carraro@comune.campolongo.ve.it	altro
c_b546	13	Servizi Sociali	Il servizio di occupa della programmazione e della organizzazione degli interventi in materia di tutela ed inclusione sociale	0495849137		lucia.viale@comune.campolongo.ve.it	altro
c_b546	2	Servizio Biblioteca	Il servizio si occupa di promuovere la lettura e di favorire la promozione culturale della comunita'	0499725488	sbmp.provincia.venezia.it/BIR/DettagliBiblio.asp?id=2700301	biblioteca@comune.campolongo.ve.it	altro
c_b546	3	Ufficio Lavori Pubblici	L'Ufficio si occupa della programmazione e dell'esecuzione dei Lavori pubblici	0495849120		cesare.carraro@comune.campolongo.ve.it	altro
c_b546	4	Ufficio Ambiente	L'Ufficio si occupa della programmazione e dell'esecuzione degli interventi in materia di tutela e valorizzazione dell'ambiente, e del servizio di raccolta differenziata dei rifiuti	0495849124		ennio.rado@comune.campolongo.ve.it	altro
c_b546	5	Ufficio Urbanistica ed Edilizia privata	L'Ufficio si occupa della programmazione degli interventi in materia urbanistica, e delle attivita' connesse al rilascio delle concessioni edilizie	0495849123		michele.frattina@comune.campolongo.ve.it	altro
c_b546	6	Ufficio Segreteria	L'Ufficio si occupa degli affari generali dell'Ente	0495849141		giuliana.bado@comune.campolongo.ve.it	altro
c_b546	7	Ufficio Concessioni Cimiteriali	L'Ufficio si occupa della gestione delle concessioni cimiteriali	0495849141		giuliana.bado@comune.campolongo.ve.it	altro
c_b546	8	Ufficio di Polizia Municipale	L'Ufficio si occupa del controllo e della sicurezza del territorio comunale	0495849143		mario.matterazzo@comune.campolongo.ve.it	altro
c_b546	9	Ufficio Ragioneria	L'Ufficio si occupa della programmazione finanziaria dell'Ente	0495849132		agostino.baldan@comune.campolongo.ve.it	altro
c_b593	1	Sportello Unico	Gestione attivita' produttive	0331463855	www.comunecanegrate.it	suap.canegrate@pec.regione.lombardia.it	pec
c_b593	2	Polizia Locale	Gestione servizi di Polizia Locale	0331411221	www.comune.canegrate.mi.it	polizialocale.canegrate@legalmail.it	pec
c_b593	3	Servizi demografici	Cambio di residenza in tempo reale	0331463862	www.comune.canegrate.mi.it	anagrafe.canegrate@legalmail.it	pec
c_b615	1	SERVIZI DEMOGRAFICI	SERVIZIO ANAGRAFE	0323738260	www.cannobio.net	protocollo@comunecannobiopec.it	pec
c_b615	2	STATO CIVILE	SERVIZIO STATO CIVILE	0323738251	www.cannobio.net	protocollo@comunecannobiopec.it	pec
c_B619	1	PERSONALE	Ufficio Personale 	0883610214	null	personale@pec.comune.canosa.bt.it	pec
c_B619	10	LEGALE SINISTRI	Ufficio Legale Sinistri e Responsabilita' Civile	0883661014	null	lesire@pec.comune.canosa.bt.it	pec
c_B619	11	PIANO DI ZONA	Piano di Zona - Ufficio di Piano	0883662183	http://www.comune.canosa.bt.it/PSdiZona/	pdz@pec.comune.canosa.bt.it	pec
c_B619	12	SERVIZI SOCIALI	Ufficio Servizi Sociali	0883662560	null	sociale@pec.comune.canosa.bt.it	pec
c_B619	2	SUAP	Sportello Unico Attivita' Produttive	0883614952	http://suap.comune.canosa.bt.it/	suap@pec.comune.canosa.bt.it	pec
c_B619	3	CULTURA	Ufficio Cultura	0883611176	null	cultura@pec.comune.canosa.bt.it	pec
c_B619	4	RAGIONERIA	Ufficio Ragioneria	0883610217	null	finanze@pec.comune.canosa.bt.it	pec
c_B619	5	DEMOGRAFICI	Uffici Demografici	0883610243		ufficidemografici@pec.comune.canosa.bt.it	pec
c_B619	6	SUE	Sportello Unico Edilizia	0883610617548	null	sue@pec.comune.canosa.bt.it	pec
c_B619	7	LAVORI PUBBLICI	LAVORI PUBBLICI E MANUTENZIONE VALORIZZAZIONE E SVILUPPO DEL TERRITORIO - AMBIENTE	0883610227	null	lavoripubblici@pec.comune.canosa.bt.it	pec
c_B619	8	POLIZIA LOCALE	Polizia Locale	0883661014		poliziamunicipale@pec.comune.canosa.bt.it	pec
c_B619	9	VERBALI PM	Ufficio Verbali Polizia Municipale	0883661014	null	verbali.pm@pec.comune.canosa.bt.it	pec
c_b631	1	Valerio Corinaldesi	Area Amministrativa - Segreteria - Affari generali - Cultura	0765514031	www.comune.cantalupoinsabina.ri.it	comune.cantalupoinsabina@anutel.it	pec
c_b631	2	Mario Egidi	Area Amministrativa - Servizi demografici	0765514031	www.comune.cantalupoinsabina.ri.it	comune.cantalupoinsabina@anutel.it	pec
c_b631	3	Alberto Mancini	Area Contabile - Bilancio - Tasse - Tributi - Gestione del personale	0765514031	www.comune.cantalupoinsabina.ri.it	ragioneria.cantalupoinsabina@anutel.it	pec
c_b631	4	Pasquetta Cecchini	Area Lavori pubblici - Urbanistica - Edilizia privata - Ambiente	0765514031	www.comune.cantalupoinsabina.ri.it	tecnico@pec.comune.cantalupoinsabina.ri.it	pec
c_b639	1	SUAP	SPORTELLO UNICO PER LE ATTIVITA' PRODUTTIVE	031717558	http://www.impresainungiorno.gov.it/web/como/comune/t/B639	commercio@comune.cantu.co.it	altro
c_b639	2	SUE	Sportello Unico Edilizia	031717519	https://www.comune.cantu.co.it/c013041/zf/index.php/suap	urbanistica@comune.cantu.co.it	altro
c_b639	3	PORTALE PROCEDIMENTI ON LINE	Portale dicato alla presentazioen di istanze on line (Partecipazioen Bandi di Concorso)		https://procedimenti.comune.cantu.co.it/	personale@comune.cantu.co.it	altro
c_b642	1	Sito web Istituzionale	Sito ufficiale del Comune contiene informazioni istituzionali, notizie per la cittadinanza e sulle manifestazioni culturali, sportive, ecc	0421219111	www.comune.caorle.ve.it	info@comune.caorle.ve.it	altro
c_b642	2	Biblioteca Civica di Caorle	Promozione del libro e della lettura rivolta a giovani ed adulti. Animazione per bambini delle scuole materne e dell'obbligo Biblioteca delle Cicogne rivolta a genitori in attesa e neogenitori di bambini da 0 a 3 anni	0421219255	http://www.comune.caorle.ve.it/index.php?area=4&menu=124&page=552	biblioteca@comune.caorle.ve.it	altro
c_b642	3	Settore Segreteria Generale	La Segreteria Generale svolge compiti di assistenza nei confronti degli organi dell'Ente (Sindaco, Giunta Comunale, Consiglio Comunale, Dirigenti, Segretario Comunale)	0421219202	http://www.comune.caorle.ve.it/index.php?area=3&menu=81	segreteria@comune.caorle.ve.it	altro
c_b642	4	Settore Urbanistica ed Edilizia Privata	AREA URBANISTICA (Piani Attuativi, Varianti al P.R.G., Pratiche Urbanistiche, Certificati di destinazione urbanistica) AREA EDILIZIA PRIVATA (Attivita edilizia, Concessioni Edilizie, Denuncia di inizio Attivita, Abitabilita, Frazionamenti, Denuncia d'opera)	0421219215	http://www.comune.caorle.ve.it/index.php?area=3&menu=56	urbanistica@comune.caorle.ve.it	altro
c_b642	5	Settore Servizi Tecnici	Coordina gli Uffici Ecologia, Agenda21, Asporto rifiuti e Lavori pubblici	0421219225	http://www.comune.caorle.ve.it/index.php?area=3&menu=75	segreteriallpp@comune.caorle.ve.it	altro
c_b642	6	Settore Finanze, Bilancio e Programmazione	Coordina gli Uffici Ragioneria, Tributi, Economato e Informatizzazione	0421219243	http://www.comune.caorle.ve.it/index.php?area=3&menu=77	ragioneria@comune.caorle.ve.it	altro
c_b642	7	Settore Servizi Sociali	Coordina gli Uffici Servizi alla persona, Casa di Riposo, Centro Anziani, Istruzione, Cultura, Sport e Turismo	0421219263	http://www.comune.caorle.ve.it/index.php?area=3&menu=78	servizisociali@comune.caorle.ve.it	altro
c_b642	8	Comando Polizia Locale	Svolge le funzioni definite nella legge nazionale 7 marzo 1986 n. 65 	042181345	http://www.comune.caorle.ve.it/index.php?area=3&menu=79	comandopm@comune.caorle.ve.it	altro
c_b645	1	AIRE	Anagrafe degli italiani residenti all'estero	0918673102	http://www.comune.capaci.pa.it/uffici_scheda.php?idufficio=15	servizidemografici.comunecapaci@pec.it	pec
c_b645	2	SERVIZI SOCIALI	Servizi alla persona (anziani, ufficio h, buono casa)	0918673302		servizisociali.comunecapaci@pec.it	pec
c_b646	1	Protocollo	Protocollazione informatica atti in entrata e uscita	0564897720		info@pec.comune.capalbio.gr.it	pec
c_b646	2	Albo Pretorio	Albo Pretorio Online	0564897722	http://hosting.soluzionipa.it/capalbio/albo/albo_pretorio.php	info@pec.comune.capalbio.gr.it	pec
c_b662	1	Ufficio Protocollo	L'Ufficio Protocollo riceve tutti gli atti indirizzati al Comune, vi appone il timbro datario di arrivo e vi assegna un numero ottenuto dalla registrazione a Protocollo.	04379866	http://www.comune.pontenellealpi.bl.it	comune@pec.pna.bl.it	pec
c_b666	1	SUAP	Sportello Unico Attivita' Produttive	0941915223	http://cloud.urbi.it/urbi/progs/urp/ur1SU001.sto?DB_NAME=n1200138	suap@pec.comune.capodorlando.me.it	pec
c_b678	1	Ufficio Segreteria	Fornisce informazioni aggiuntive sull'amministrazione rispetto a quelle gia' reperibili nel sito internet	0438932203		info@comune.cappellamaggiore.tv.it	altro
c_b684	1	SERVIZI GENERALI	Il Servizio e' competente in materia di servizi al cittadino e alle imprese, Segreteria Generale e Segreteria Organi Politici, Servizi Scolastici e servizi alla persona, Attivita' culturali e Biblioteca, Protocollo, Elettorale, Servizi Demografici e Stato Civile	0571978124	http://www.comune.capraia-e-limite.fi.it/index.php?option=com_content&view=article&id=84&Itemid=92	staff@comune.capraia-e-limite.fi.it	altro
c_b684	2	SERVIZIO ASSETTO DEL TERRITORIO	Il Servizio e' competente in materia di Urbanistica, Edilizia pubblica e privata, Pianificazione territoriale, SUAP, Ambiente	0571978137	http://www.comune.capraia-e-limite.fi.it/index.php?option=com_content&view=article&id=85&Itemid=93	urbanistica@comune.capraia-e-limite.fi.it	altro
c_b684	3	SERVIZI FINANZIARI	Il Servizio e' competente nelle materie di Contabilita', Finanze, Tributi	0571978148	http://www.comune.capraia-e-limite.fi.it/index.php?option=com_content&view=article&id=826&Itemid=171	tributi@comune.capraia-e-limite.fi.it	altro
c_b684	4	SERVIZIO LAVORI PUBBLICI E MANUTENZIONI	Lavori pubblici, Servizi Cimiteriali, Manutenzioni, Protezione Civile, Caccia e Pesca, Espropri, Progettazione	0571978134	http://www.comune.capraia-e-limite.fi.it/index.php?option=com_content&view=article&id=1925&Itemid=260	e.vallini@comune.capraia-e-limite.fi.it	altro
c_b687	1	ALBO PRETORIO ONLINE	Servizo teso a migliorare la comunicazione rendendo disponibili, tramite la consultazione on line, informazioni utili e servizi mirati all'utente	069584031	http://asp.urbi.it/urbi/progs/urp/ur1ME001.sto?DB_NAME=n1201664	ufficiotecnico@comunecapranica.com	altro
c_b687	2	AMMINISTRAZIONE TRASPARENTE	Libera consultazione da parte dei cittadini delle informazioni che riguardano l'organizzazione del Comune	069584031	http://asp.urbi.it/urbi/progs/urp/ur1UR033.sto?DB_NAME=n1201664	ufficiotecnico@comunecapranica.com	altro
c_b688	1	protocollo	protocollo	0761667900	www.comune.capranica.vt.it	comunedicapranica@legalmail.it	pec
c_b688	2	FATTURAZIONE ELETTRONICA	Servizio per l'invio delle fatture elettroniche ai sensi del DM 55/13	0761667900	www.comune.capranica.vt.it	comunedicapranica@legalmail.it	pec
c_b691	1	FATTURAZIONE ELETTRONICA	Servizio per l'invio delle fatture elettroniche ai sensi del DM 55/13	0761649023		comune.caprarola@anutel.it	pec
c_b691	2	PROTOCOLLO ELETTRONICO	Servizio di protocollazione elettronica e archiviazione digitale della corrispondenza	0761649050		comune.caprarola@anutel.it	pec
c_b691	3	SERVIZIO SOCIALE	Assistente sociale distrettuale	0761649044		assistentesociale@comune.caprarola.vt.it	altro
c_b691	4	SUAP	Sportello Unico per le Attivita' Produttive	0761649039	http://comune.caprarola.vt.it/il_comune_informa/107-suap--sportello-unico-per-le-attivita-produttive/	settore1@comune.caprarola.vt.it	altro
c_b691	5	SERVIZI DEMOGRAFICI	Anagrafe, stato civile, elettorale	0761649032		settore6@comune.caprarola.vt.it	altro
c_b696	1	UFFICIO DEMOGRAFICO	ANAGRAFE	08183836305	WWW.CITTADICAPRI.IT	ANAGRAFE.CITTADICAPRI@LEGALMAIL.IT	pec
c_b696	2	UFFICIO DEMOGRAFICO	STATO CIVILE	0818386307	WWW.CITTADICAPRI.IT	STATOCIVILE.CITTADICAPRI@LEGALMAIL.IT	pec
c_b696	3	UFFICIO TECNICO	LAVORI PUBBLICI	0818386316	WWW.CITTADICAPRI.IT	UFFICIOTECNICOLLPP.CITTADICAPRI@LEGALMAIL.IT	pec
c_b696	4	UFFICIO TECNICO	EDILIZIA E URBANISTICA	0818386253	WWW.CITTADICAPRI.IT	UFFICIOTECNICO.CITTADICAPRI@LEGALMAIL.IT	pec
c_b696	5	AFFARI GENERALI	SEGRETERIA AFFARI GENERALI	0818386305	WWW.CITTADICAPRI.IT	AFFARIGENERALI.CITTADICAPRI@LEGALMAIL.IT	pec
c_b698	1	SPORTELLO UNICO ATTIVITA' PRODUTTIVE	presentazione pratiche relative alle attivita' produttive	0309697961	https://www.sportellotelematico-clu.it/	suap@comune.carpenedolo.bs.it	altro
c_b716	1	Comune di Capurso	Contatti: numero di telefono del comune (centralino) e casella PEO (posta elettronica ordinaria)	0804551124	http://www.comune.capurso.bari.it/	segreteria@comune.capurso.bari.it	altro
c_b719	1	Segreteria Generale	Fornisce informazioni di carattere generale sui servizi comunali.	0171617711		segreteria@comune.caraglio.cn.it	altro
c_b738	1	Demografici	Servizi demografici - Anagrafe - Stato Civile	0707930207		demografici.comunevillasimius@legalmail.it	pec
c_b738	10	Servizi Sociali	Settore Servizi Sociali	0707930247		servizisociali.comunevillasimius@legalmail.it	pec
c_b738	11	Attivita economiche	Affari generali - servizio Attivita economiche	0707930238		commercio.comunevillasimius@legalmail.it	pec
c_b738	2	Provveditorato	Settore Provveditorato ed Economato	0707930228		provveditorato.comunevillasimius@legalmail.it	pec
c_b738	3	Edilizia	Settore Edilizia Pubblica e Privata	0707930241		ediliziaprivata.comunevillasimius@legalmail.it	pec
c_b738	4	AA.GG.	Settore Affari Generali 	0707930211		affarigeneralipersonale.comunevillasimius@legalmail.it	pec
c_b738	5	Ambiente	Settore Ambiente	0707930270		ambiente.comunevillasimius@legalmail.it	pec
c_b738	6	Finanziario	Settore Bilancio - Tributi	0707930229		finanziario.comunevillasimius@legalmail.it	pec
c_b738	7	Informatica	Servizio Informatica	0707930215		informatica.comunevillasimius@legalmail.it	pec
c_b738	8	URP	Ufficio Relazioni con il Pubblico	0707930208		urp.comunevillasimius@legalmail.it	pec
c_b738	9	SUAP	Sportello Unico Attivita' Produttive	0707930217	http://www.comune.villasimius.ca.it/suap/	suap.comunevillasimius@legalmail.it	pec
c_b752	1	Ufficio Segreteria	Fornisce informazioni di carattere generale sui servizi comunali ( orari degli uffici, numeri di telefono, responsabili, competenze). Servizio protocollo e servizio di sportello al pubblico.	016395125		carcoforo@reteunitaria.piemonte.it	altro
c_b758	1	AREA TECNICA	SERVIZIO TECNICO 	096793051	www.comune.cardinale.cz.it	rt.cardinale@asmepec.it	pec
c_b758	2	AREA AMMINISTRATIVA	SERVIZI DEMOGRAFICI E PROTOCOLLO, STATISTICHE ,SEGRETERIA E AFFARI GENERALI, ELETTORALE, LEVA, SERVIZI SOCIALI	096793051	www.comune.cardinale.cz.it	ra.cardinale@asmepec.it	pec
c_b758	3	AREA FINANZIARIA	UFFICIO BILANCIO CONTABILITA'	096793051	www.comune.cardinale.cz.it	rf.cardinale@asmepec.it	pec
c_b758	4	AREA VIGILANZA	SERVIZIO POLIZIA LOCALE, COMMERCIALE	096793051	www.comune.cardinale.cz.it	rv.cardinale@asmepec.it	pec
c_b759	1	Portale	Sportello virtuale per cittadini e imprese con contenuti e servizi istituzionali di tipo informativo e ad alto tasso di interattivita' fruibili con strumenti di autenticazione sicura (smart card CIVICARD)	0812128074	http://www.cardito.asmepec.it	servizifinanziari.cardito@asmepec.it	pec
c_b759	2	Guida Citta'	Il servizio offre informazioni dettagliate su esercizi pubblici quali negozi, alberghi, banche, impianti sportivi, ecc. la cui ubicazione, grazie allimpiego di un GIS (Geographic Information System), viene evidenziata direttamente sulla mappa del centro abitato. Gli inserzionisti del servizio (i titolari degli esercizi commerciali) gestiscono direttamente la propria area web, aggiornando le informazioni tematiche di propria pertinenza.	0812128074	http://sit.asmez.it/siba/index.php?MAP_NAME=15063016.map		altro
c_b776	1	Portale	Sportello virtuale per cittadini e imprese con contenuti e servizi istituzionali di tipo informativo e ad alto tasso di interattivita' fruibili con strumenti di autenticazione sicura (smart card CIVICARD)	0812128074	http://www.carife.asmezsiba.it		altro
c_b776	2	Sportello Unico per le Attivita' Produttive (SUAP)	Sistema on line regolante lo scambio di documentazione e il lavoro cooperativo tra il Comune e gli Enti terzi	0812128074	http://www.carife.asmezsiba.it		altro
c_b776	3	Consulta dati contributivi	Il servizio consente ai cittadini di consultare i propri dati contributivi ed effettuare il calcolo della pensione	0812128074	http://www.carife.asmezsiba.it		altro
c_b776	4	Sportello Unico Edilizia	Il servizio consente la gestione delle pratiche edilizie e l'interrogazione, da parte del cittadino, dell'iter procedurale	0812128074	http://www.carife.asmezsiba.it		altro
c_b776	5	Guida Citta'	Il servizio offre informazioni dettagliate su esercizi pubblici quali negozi, alberghi, banche, impianti sportivi, ecc. la cui ubicazione, grazie allimpiego di un GIS (Geographic Information System), viene evidenziata direttamente sulla mappa del centro abitato. Gli inserzionisti del servizio (i titolari degli esercizi commerciali) gestiscono direttamente la propria area web, aggiornando le informazioni tematiche di propria pertinenza.	0812128074	http://sit.asmez.it/siba/index.php?MAP_NAME=15064019.map		altro
c_b783	1	servizio segreteria	delibere e provvedimenti vari	0465501176	http://www.carisolo.com	segretario@comune.carisolo.tn.it	altro
c_b783	2	servizio ufficio tecnico	urbanistica e lavori publlici	0465501176	http://www.carisolo.com	segretario@comune.carisolo.tn.it	altro
c_b783	3	servizio finanziario	bilancio e tributi	0465501176	http://www.carisolo.com	segretario@comune.carisolo.tn.it	altro
c_b783	4	servizio anagrafe	urbanistica e lavori publlici	0465501176	http://www.carisolo.com	segretario@comune.carisolo.tn.it	altro
c_b795	1	Protocollo Generale	Ufficio Protocollo	0499430355		carmignanodibrenta.pd@cert.ip-veneto.net	pec
c_b795	2	S.U.A.P.	Sportello Unico Attivita' Produttive	0499430355	http://www.comune.carmignanodibrenta.pd.it/servizi/suap.html	suap@pec.comune.carmignanodibrenta.pd.it	pec
c_b795	3	Area Tecnica Urbanistico - Edilizia Privata	Area Tecnica Urbanistico - Edilizia Privata	0499430355	http://www.comune.carmignanodibrenta.pd.it/uffici/ufficio-tecnico-urbanistica-edilizia-privata.html	tecnico@pec.comune.carmignanodibrenta.pd.it	pec
c_b795	4	Servizi  Demografici	Ufficio Anagrafe, Stato Civile, Elettorale	0499430355	http://www.comune.carmignanodibrenta.pd.it/uffici/ufficio-anagrafe-stato-civile-elettorale.html	demografici@pec.comune.carmignanodibrenta.pd.it	pec
c_b795	5	Area Tecnica Lavori Pubblici	Area Tecnica Lavori Pubblici	0499430355	http://www.comune.carmignanodibrenta.pd.it/uffici/ufficio-lavori-pubblici.html	lavoripubblici@pec.comune.carmignanodibrenta.pd.it	pec
