cod_ou	cod_amm	prg_srv_ou	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
AG	c_l315	1	protocollo generale comunale	servizio di protocollazione degli atti destinati ad ogni ufficio del Comune	0196379035		protocollo@comunetovosangiacomo.it	pec
AG	c_l315	2	Albo Pretorio	albo pretorio on line		http://www.alboinrete.it/tovosg/		altro
AgeIC-Ligabue-RE	istsc_reic834005	1	LUCIANO CASELLI	RESPONSABILE DELLA TRANSIZIONE DIGITALE	0522585813	http://www.icligabue-re.gov.it/	reic834005@istruzione.it	altro
agid_dir	agid	1	Accreditamento all'IPA	Accreditamento all'IPA - D.L. n. 69/2013, convertito nella L. n. 98/2013.			ipa@pec.agid.gov.it	pec
agid_dir	agid	2	Messaggistica IPA	Messaggistica IPA			gmm.gestoreipa@pec.agid.gov.it	pec
agid_dir	agid	3	Gestore_IPA	Gestore_IPA			gestoreipa@pec.digitpa.gov.it	pec
AGP	aeci	1	Ufficio del Responsabile di Servizio.	Trattamento Normativo del Personale / Formazione /Incarichi Esterni / Rapporti Ministeri.	0636084652		r.fidanza@aeroclubitalia.it	altro
AGP	aeci	2	Ufficio Legale.	Contenzioso, Normative e Contratti.	0636084652		r.fidanza@aeroclubitalia.it	altro
AGP	aeci	3	Ufficio Trattamento Economico.	CCNL e CCDE, Trattamento economico Personale, Uff.Personale, Rapporti con MEF-RGS (Conto Annuale), con ARAN eFUNZIONE PUBBLICA, Progetti Informatici.	0636084629		l.moreschi@aeroclubitalia.it	altro
AGP	aeci	4	Enti federati - Statuto - CONI - Associazioni Benemerite	Federazioni, Statuto, CONI, Associazioni benemerite.	0636084636		c.scuotto@aeroclubitalia.it	altro
AGP	aeci	5	Ufficio Spedizioni	Spedizione e Duplicazione, Gestione soci Aec.Federati	0636084636		c.scuotto@aeroclubitalia.it	altro
AGP	aeci	6	Segreteria Generale.	Segreteria e Protocollo.	0636084678		segreteria.aeci@pec.aeci.it	pec
AGP	aeci	7	Centralino.	Centralino e Informazioni.	0636084600			altro
AGP	aeci	8	Ufficio Enti Aggregati - Statuto - CONI - Probiviri - Giustizia Federale - Missioni Dipendenti	Aggregazioni, Statuto, Coni, Giustizia federale e Missioni dipendenti	0636084633		o.deangelis@aeroclubitalia.it	altro
AgricolturaAmbiente	p_so	1	Dirigente del Settore Agricoltura, Ambiente, Caccia e Pesca	Settore Agricoltura, Ambiente, Caccia e Pesca	390342531111	http://www.provincia.so.it	pieramos.cinquini@provinciasondrio.gov.it	altro
AI	c_e897	1	Settore Affari Generali e Istituzionali	servizi di Segreteria Generale - adempimenti connessi all'attivita' della Giunta - controllo di gestione - partecipazioni societarie			affari.generali@pec.comune.mantova.it	pec
AI_PRCO	c_e897	1	Presidenza del Consiglio Comunale	adempimenti connessi all'attivita' istituzionale del Consiglio Comunale			consiglio.comunale@pec.comune.mantova.it	pec
alunni	istsc_rcic826001	1	alunni	pratiche alunni	096482039		rcic826001@istruzione.it	altro
AMB	c_e410	1	Servizio Ambiente		0533909524	http://www.comune.lagosanto.fe.it	alessandro.ferretti@comune.lagosanto.fe.it	altro
AMB	c_e410	2	Servizio Trasporti		0533909524	http://www.comune.lagosanto.fe.it	alessandro.ferretti@comune.lagosanto.fe.it	altro
AmbitoN17	c_i293	1	ambiton17	ambiton17	0818343238	www.ambiton17.it	udp@ambiton17.it	altro
AMBRETI	cdtdr	1	Reti	Gestione infrastrutture di rete	0532844471		ambiente@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	2	Verde pubblico	Servizi inerenti il verde pubblico urbano	0532844471		ambiente@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	3	Protezione civile	Servizi di protezione civile	0532844470		protezionecivile@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	4	Cimiteri	Servizi cimiteriali	0532844472		cimiteri@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	5	Ambiente	Servizi ambientali	0532844471		ambiente@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	6	Collegamenti telematici	Infrastrutture di rete e collegamenti telematici	0532844471		ambiente@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	7	Utenze	Gestione utenze servizi comunali	0532844471		ambiente@comune.terredelreno.fe.it	altro
AMBRETI	cdtdr	8	Sicurezza sul lavoro	Gestione sicurezza sul lavoro	0532844470		ambiente@comune.terredelreno.fe.it	altro
AMM	c_c853	1	Servizio Affari generali	Archivio, protocollo, notifiche, istruzione, servizi sociali	0858205101	www.comune.collecorvino.pe.it	ufficiosegreteria@comune.collecorvino.pe.it	altro
AMM	aeci	1	Ufficio del Responsabile di Servizio.	Responsabile del Servizio e bilancio. Responsabiledella Segreteria Particolare del Presidente AeCI.(Tel.0636084639).	0636084625		a.cancemi@aeroclubitalia.it	altro
AMM	c_b822	1	Albo Pretorio online	Albo Pretorio online	0836586017	http://www.studiok.it/comuni/carpignanosalentino/albo/albo_lista.php?visual=elenco&data=Tutti&type=Tutti&ord=desc	amm.comune.carpignanosalentino@pec.rupar.puglia.it	pec
Amm	c_d968	1	Protocollo	Protocollazione documenti in entrata e in uscita - Gestione PEC	0782810023		protocollo@pec.comune.genoni.su.it	pec
AMM	aeci	2	Ufficio Rendiconti e Liquidazione Spese Conto Capitale.	Rendiconti e Liquidazione Spese Conto Capitale.	0636084671		a.difalco@aeroclubitalia.it	altro
AMM	c_c853	2	Servizio anagrafe e stato civile	Tenuta dell'anagrafe, stato civile	0858205101	www.comune.collecorvino.pe.it	demografico.collecorvino@raccomandata.eu	pec
AMM	aeci	3	Ufficio Liquidazioni Spese Correnti / Enti aggregati /Servizio di Cassa.	Liquidazioni Spese Correnti / Enti aggregati /Cassiere.	0636084665		m.delgaudio@aeroclubitalia.it	altro
AMM	c_c853	3	Servizio leva ed elettorale	Tenuta dei registri di leva, elettorale	0858205101	www.comune.collecorvino.pe.it	demografico@comune.collecorvino.pe.it	altro
AMM	c_c853	4	Servizio commercio, cultura, sport e tempo libero	Commercio, iniziative culturali, sportive e del tempo libero	0858205101	www.comune.collecorvino.pe.it	ufficiosegreteria@comune.collecorvino.pe.it	altro
AMM	aeci	4	Ufficio Liquidazione Contributi AeC Federati /Situazione Debitoria - Creditoria Ae.C. Federati.	Liquidazione Contributi AeC Federati /Situazione Debitoria e Creditoria Ae.C. Federati.	0636084664		a.deltutto@aeroclubitalia.it	altro
AMM	aeci	5	Ufficio del Consegnatario / Rimborsi Spese / CertificazioneRitenuta Acconto IRPEF.	Consegnatario, Rimborsi Spese e CertificazioneRitenuta Acconto IRPEF.	0636084674		a.proietti@aeroclubitalia.it	altro
AMM	aeci	6	Ufficio Economato / Reversali di Incasso.	Gestione Servizi in Economia / Reversali di incasso.	0636084666		d.nocera@aeroclubitalia.it	altro
AMM-ANAG-VIGIL	c_h977	1	Servizi Amministrativi, di Polizia Municipale, Demografico e di Stato Civile	Settore Amministrativo-Vigilanza		http://www.comune.sanmangopiemonte.sa.it/	servizidemografici@comune.sanmangopiemonte.sa.it	altro
AMM-VO-TRIBUTI	c_d181	1	Dott. Antonio Ligaro'	Segreteria	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	2	Dott. Antonio Ligaro'	p	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	3	Dott. Antonio Ligaro'	Procedimenti disciplinari	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	4	Dott. Antonio Ligaro'	Istruzione	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	5	Dott. Antonio Ligaro'	Affari generali	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	6	Dott. Antonio Ligaro'	Servizi di supporto agli Organi Istituzionali	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	7	Giuseppina Ferrucci	Tassa servizi indivisibili (Tasi)	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	8	Giuseppina Ferrucci	Tariffa rifiuti solidi urbani (Tares)	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	9	Giuseppina Ferrucci	Imposta municipale unica (IUC)	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	10	Giuseppina Ferrucci	Tariffa rifiuti solidi urbani (Tares)	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	11	Giuseppina Ferrucci	Tassa occupazione suolo pubblico (Tosap)	0961965714	www.comune.cropani.cz.it	amministrativo@comune.cropani.cz.it	altro
AMM-VO-TRIBUTI	c_d181	12	Vincenzo Olivadese	Protocollo	0961965714	www.comune.cropani.cz.it	protocollo@comune.cropani.cz.it	altro
Amministrativo	c_c307	1	Ufficio Istruzione	RICHIESTA DI ISCRIZIONE E/O CANCELLAZIONE SERVIZI SCOLASTICI FORNITI DAL COMUNE	0119819170	https://servizi.siscom.eu/Servizi/FiloDiretto/ProcedimentiClient.Aspx?CE=cstglntrns026&IDGruppoSelez=22		altro
AMMINISTRATIVO	c_a502	1	SERVIZI DEMOGRAFICI	ANAGRAFE, STATO CIVILE, ELETTORALE, STATISTICA, LEVA, ARCHIVIO, PROTOCOLLO, PERSONALE GIURIDICO, ALBO PRETORIO, NOTIFICHE, SEGRETERIA, CULTURA, SPORT E TEMPO LIBERO, SERVIZI SCOLSATICI, SERVIZI SOCIALI, URP, ECONOMATO	0776952021	www.comune.ausonia.fr.it	demografici.ausonia@postecert.it	pec
ANA	c_e410	1	Servizio Anagrafe		0533909512	http://www.comune.lagosanto.fe.it	marialivia.marinelli@comune.lagosanto.fe.it	altro
ana	c_f084	1	Servizi Demografici	Servizi Demografici	0290662021		demografici@comune.mediglia.mi.it	altro
ANA1	c_i109	1	Servizi Demografici	Anagrafe, Stato Civile, Leva, Elettorale	0456832121			altro
anag	c_l063	1	Anagrafe on-line	Consultazione banca dati anagrafica	0966618003	www.comune.taurianova.rc.it	anagrafe.taurianova@asmepec.it	pec
anagrafe	c_h703	1	Servizi online	Erogazione di servizi online al cittadino in materia di Anagrafe e Stato Civile		http://servizionline.comune.salerno.it/		altro
anagrafe	c_h163	1	cremazione salme	Autorizzazione alla cremazione di salme	0932676211	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/30cremazione.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	2	tessera elettorale	Tessera elettoriale	0932676217	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/tess_elett.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	3	albo scrutatori	Iscrizione albo scrutatori di seggio elettorale	0932676216	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/02scrutatori.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	4	albo presidenti	Iscrizione albo presidenti di seggio elettorale	0932676216	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/03presidenti.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	5	iscrizione liste elettorali	Certificato di iscrizione alle Liste Elettorali	0932676217	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/04certif_list_elett.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	6	diritti politici	Certificato godimento dei Diritti Politici	0932676213	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/05certif_dir_polit.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	7	cambio residenza	Cambio di residenza	0932676342	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/02cambio_resid.html	protocollo@pec.comune.ragusa.gov.it	pec
anagrafe	c_h163	8	cambio abitazione	Cambio abitazione	0932676342	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/37cambio_abitaz.html	protocollo@pec.comune.ragusa.gov.it	pec
anagrafe	c_h163	9	carta identita'	Carta d'identita'	0932676200	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/01carta_ident.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	10	certificato cittadinanza	Certificato di cittadinanza	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/10certif_cittadin.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	11	certificato esistenza	Certificato di esistenza in vita	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/11certif_esist_vita.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	12	certificato residenza	Certificato di residenza	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/09certif_resid.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	13	certificato stato famiglia	Certificato di Stato di Famiglia	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/12certif_stato_fam.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	14	certificato stato libero	Certificato di stato libero	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/13certif_stato_lib.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	15	certificato storico	Certificato storico di famiglia	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/14certif_storico.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	16	certificato vedovanza	Certificato di vedovanza	0932676208	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/16certif_vedovanza.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	17	copia conforme	Copia Conforme all'Originale	0932676205	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/19copia_conform.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	18	dichiarazione nome	Dichiarazione indicazione nome	0932676211	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/32indicaz_nome.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	19	dichiarazione sostitutiva	Dichiarazione Sostitutiva Atto Notorio	0932676205	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/35dich_sost_notor.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	20	iscrizione AIRE	Anagrafe Italiani Residenti all'Estero	0932676212	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/28iscriz_aire.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	21	libretto pensione	Rilascio libretto pensione	0932676203	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/20libret_pensioni.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	22	certificato matrimonio	Certificato ed estratto di Matrimonio	0932676211	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/04certif_matrimonio.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	23	certificato di morte	Certificato ed estratto di morte	0932676211	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/08certif_morte.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	24	certificato di nascita	Certificato ed estratto di nascita	0932676211	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/07certif_nascita.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	25	congedo illimitato	Consegna congedo illimitato	0932676203	http://www.comune.ragusa.gov.it/comune/uffici/sett01/06/24consegna_congedo.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	26	denuncia nascita	Denuncia di nascita	0932676204	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/25denuncia_nascita.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	27	arruolamento volontario	Informazioni sull'arruolamento volontario VFP1	0932676203	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/23arruolamento_vol.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	28	matrimonio civile	Celebrazione matrimoni civili e costituzione unioni civili	0932676202	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/celeb_matrimonio_civile.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	29	matrimonio cittadino straniero	Matrimonio cittadino straniero in Italia	0932676202	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/29matrimonio_stranieri.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	30	pubblicazione matrimonio	Pubblicazione Matrimonio	0932676202	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/27pubbl_matrimonio.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	31	riconoscimento paternita'	Riconoscimento paternita' e maternita'	0932676204	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/26ricon_pat_mat.html	ufficio.protocollo@comune.ragusa.gov.it	altro
anagrafe	c_h163	32	persone irreperibili	Segnalazioni persone irreperibili	0932676208	https://www.comune.ragusa.gov.it/comune/uffici/sett01/06/38persone_irrep.html	ufficio.protocollo@comune.ragusa.gov.it	altro
AOO1	c_d226	1	AOO1-1	segreteria - affari generali - contratti	0499699912	www.comune.curtarolo.pd.it	urp@comune.curtarolo.pd.it	altro
AOO1	c_d226	2	AOO1-2	protocollo urp	0499699913	www.comune.curtarolo.pd.it	lovo@comune.curtarolo.pd.it	altro
AOO1	c_d226	3	AOO1-3	Informatico 	0499699912	www.comune.curtarolo.pd.it	contin@comune.curtarolo.pd.it	altro
AOO1	c_d226	4	AOO1-4	Assicurativo	0499699912	www.comune.curtarolo.pd.it	contin@comune.curtarolo.pd.it	altro
AOO1	c_d226	5	AOO1-5	Cultura - Biblioteca	0499699945	www.comune.curtarolo.pd.it	massarotto@comune.curtarolo.pd.it	altro
AOO1	c_d226	6	AOO1-6	Associazionismo - sport	0499699912	www.comune.curtarolo.pd.it	contin@comune.curtarolo.pd.it	altro
AOO2	c_d226	1	AOO2-1	Servizi finanziari - economato	0499699950	www.comune.curtarolo.pd.it	casonato@comune.curtarolo.pd.it	altro
AOO2	c_d226	2	AOO2-2	Servizio Tributi	0499699922	www.comune.curtarolo.pd.it	mazzola@comune.curtarolo.pd.it	altro
AOO2	c_d226	3	AOO2-3	Servizi Sociali e Scolastici	0499699920	www.comune.curtarolo.pd.it	roverato@comune.curtarolo.pd.it	altro
AOO3	c_d226	1	AOO3-1	Lavori Pubblici - manutentivo	0499699966	www.comune.curtarolo.pd.it	ghezzo@comune.curtarolo.pd.it	altro
AOO3	c_d226	2	AOO3-2	Ecologia - Ambiente	0499699921	www.comune.curtarolo.pd.it	babolin@comune.curtarolo.pd.it	altro
AOO3	c_d226	3	AOO3-3	Cimiteri	0499699921	www.comune.curtarolo.pd.it	babolin@comune.curtarolo.pd.it	altro
aooamm	c_g838	1	Pagamenti	Servizio pagamenti su sistema PagoPA	07767621220	https://pontecorvo.pagonlinepa.it/	protocollo@pec.comunepontecorvo.it	pec
